commit,subject,heuristic_subsystem_tags,heuristic_requirement_ids,touched_paths,audit_state,evidence_reference
"60481d862c7828def97cf24721d0ed1bba13f2aa","feat(spaces): import pinned Welcome bootstrap in clients","android-and-mobile;cli-and-node;desktop;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;tests-and-fuzzing;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;DSK;LAT-002;LAT-004;CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/SpaceCreationCard.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;apps/android/app/src/test/kotlin/com/astraive/lattice/SpaceCreationInputTest.kt;apps/cli/src/main.rs;apps/cli/src/space.rs;apps/cli/tests/json_output.rs;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/spaces.rs;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;crates/lattice-core/src/lib.rs;crates/lattice-core/src/space_bootstrap.rs;crates/lattice-uniffi/src/lib.rs;crates/lattice-uniffi/src/mobile_client.rs;docs/features/cli.md;docs/features/desktop.md;docs/features/mobile.md","PENDING-AUDIT",""
"56e6f96d50eeb7df4d55929a745daa9b63090789","docs(voice): clarify caller-clocked signaling limits","requirements-and-architecture;voice","VOC;LAT-016;LAT-017","crates/lattice-voice/src/lib.rs;docs/features/voice.md","PENDING-AUDIT",""
"1c98f493851be4042cfae2f7d97c9d1dfef72031","docs(core): clarify pinned Welcome checkpoint import","messaging-and-projections;spaces-and-mls;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/space.rs","PENDING-AUDIT",""
"7ac90b9ee6fe6ca654c220c19eb4d847ddf9917b","docs(voice): record libwebrtc integration prerequisites","requirements-and-architecture;voice","VOC;LAT-016;LAT-017","docs/features/voice.md","PENDING-AUDIT",""
"6a6a9bb9ecbc26937c4327cb6cbb55c655a84141","feat(sync): authenticate direct anti-entropy sessions","cli-and-node;identity-trust-pki;messaging-and-projections;product-feature;protocol-events-vectors;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;IDN;LAT-009;MSG;LAT-003;LAT-004;LAT-007;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","Cargo.lock;crates/lattice-core/src/identity_pin.rs;crates/lattice-crypto/src/lib.rs;crates/lattice-node/Cargo.toml;crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/direct_session.rs;docs/features/networking.md;docs/protocol/PROTOCOL.md;docs/security/SECURITY_MODEL.md","PENDING-AUDIT",""
"c6b553fe0dd96997c9b09453ac454287a7d108f1","docs(core): clarify checkpoint restoration","voice","VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs","PENDING-AUDIT",""
"bcbcbc4f98e8e1d02e57d66581ccc791e3964c02","feat(sync): expose bounded stored event pages","cli-and-node;product-feature;storage-outbox-courier;sync-routing-transport;voice","CLI;NET;LAT-004;LAT-004;LAT-005;LAT-006;MSG;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","apps/cli/src/sync.rs;crates/lattice-storage/src/lib.rs","PENDING-AUDIT",""
"b328fa4bc28128c2222b9f4c18d8d46de44f5cee","docs(cli): document committed event status count","requirements-and-architecture","","docs/features/cli.md","PENDING-AUDIT",""
"a45afa928e34c9feacc9dee9235c009a19a9f7d5","feat(sync): serve verified events from scoped store","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","Cargo.lock;crates/lattice-node/Cargo.toml;crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/direct_session.rs;crates/lattice-node/src/sync/store_source.rs;docs/features/networking.md","PENDING-AUDIT",""
"2e6725a5476a11e3cd7473791395b8e424994b0d","feat(cli): serve one pinned direct sync request","cli-and-node;messaging-and-projections;product-feature;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;MSG;LAT-003;LAT-004;LAT-007;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","Cargo.lock;apps/cli/Cargo.toml;apps/cli/src/main.rs;apps/cli/src/sync.rs;crates/lattice-node/Cargo.toml;crates/lattice-node/src/sync.rs;docs/README.md;docs/features/cli.md;docs/features/networking.md","PENDING-AUDIT",""
"31be12cc377e72acc6e87d72f607cab1f79f1598","feat(sync): fetch and accept pinned application events","cli-and-node;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;sync-routing-transport;voice","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","Cargo.lock;apps/cli/Cargo.toml;apps/cli/src/space.rs;apps/cli/src/sync.rs;crates/lattice-core/src/lib.rs;crates/lattice-storage/src/lib.rs;docs/features/cli.md;docs/features/networking.md","PENDING-AUDIT",""
"eb39227281433d3483699f57a626c6ab79cf5f02","feat(files): read verified attachment chunks","files-and-transfers;product-feature;requirements-and-architecture;voice","FIL;LAT-006;VOC;LAT-016;LAT-017","crates/lattice-files/src/lib.rs;docs/features/cli.md;docs/features/files.md","PENDING-AUDIT",""
"f105d3ad66f9cb4cf774591af5b7b22469b4f396","docs(security): align accepted space policies","requirements-and-architecture;spaces-and-mls","SPC;IDN-004;IDN-008;LAT-003;LAT-007","docs/PLAN.md;docs/TODO.md;docs/architecture.md;docs/features/README.md;docs/features/spaces.md","PENDING-AUDIT",""
"329499a22d4f25f363f878da3b75fdd2f8f6ffc9","docs(architecture): clarify unresolved decision index","requirements-and-architecture","","docs/decisions/DECISIONS.md","PENDING-AUDIT",""
"0be643ffea516d90516f3bd8a0230ed92d21343d","feat(desktop): search local Space history and tighten CSP","desktop;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls","DSK;LAT-002;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007","apps/desktop/src-tauri/tauri.conf.json;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;docs/features/desktop.md","PENDING-AUDIT",""
"3bba347aba8600f88ea36417ed8bbbf1a518a89a","feat(cli): add canonical local send command","cli-and-node;product-feature;requirements-and-architecture;spaces-and-mls","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007","apps/cli/src/main.rs;apps/cli/src/space.rs;docs/features/cli.md","PENDING-AUDIT",""
"5f238865ebc0303be6f18da4fbcd97b7dfb642d3","feat(sync): add authenticated summary exchange","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/direct_session.rs;docs/features/networking.md","PENDING-AUDIT",""
"537bb82d8c01942ebe35fc857b1ec9817575d9fd","feat(android): expose local message search","android-and-mobile;messaging-and-projections;product-feature;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;crates/lattice-uniffi/src/lib.rs;crates/lattice-uniffi/src/mobile_client.rs;docs/features/mobile.md","PENDING-AUDIT",""
"229a4f9e1678c44a8dcf2e00938fdb71e4dea184","docs(messaging): document received local history","messaging-and-projections;requirements-and-architecture","MSG;LAT-003;LAT-004;LAT-007","docs/features/messaging.md","PENDING-AUDIT",""
"6a5adb7aea27e31203748970444ed265c0e8104f","feat(search): search retained Space history offline","desktop;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;voice","DSK;LAT-002;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/spaces.rs;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;crates/lattice-core/src/lib.rs;crates/lattice-storage/src/lib.rs;docs/features/desktop.md","PENDING-AUDIT",""
"8345dc6f590916d15105caeaf900c7b15f100a87","test(cli): pin queued send status contract","cli-and-node;messaging-and-projections","CLI;NET;LAT-004;MSG;LAT-003;LAT-004;LAT-007","apps/cli/src/main.rs","PENDING-AUDIT",""
"ca10562c9fccd7d29ef5067e01abbeeecffaaa7d","test(core): cover durable conflict after restart","android-and-mobile;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs","PENDING-AUDIT",""
"c43b233a8bcd290ebefa009becb694ed3084a00b","fix(sync): reject requests outside scoped plan","behavior-fix;cli-and-node;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/direct_session.rs;docs/features/networking.md","PENDING-AUDIT",""
"dfd2ce3cf82d514f444093a7cf4cec0dee22fd15","test(sync): reject unplanned authenticated target","cli-and-node;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/direct_session.rs","PENDING-AUDIT",""
"4e4803ee2c272a87250de3d37fa0e805ec321adf","feat(cli): report per-space pending sync details","cli-and-node;product-feature;requirements-and-architecture;spaces-and-mls;sync-routing-transport","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;NET;LAT-002;LAT-005;LAT-007;LAT-011","apps/cli/src/sync.rs;docs/features/cli.md","PENDING-AUDIT",""
"48722a369a146a4f56a4f7a701dba65040c183d7","feat(sync): build scoped summaries from local store","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/store_source.rs;docs/features/networking.md","PENDING-AUDIT",""
"206fe4a88e5422c542a8f119b26c1183ea4d1936","feat(cli): use scoped v2 direct sync","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011","apps/cli/src/sync.rs;docs/features/cli.md;docs/features/networking.md","PENDING-AUDIT",""
"9e7d7b616426ef110c968fcc83e2c8aa49ee3836","feat(cli): report scoped sync range outcomes","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011","apps/cli/src/sync.rs;docs/features/cli.md;docs/features/networking.md","PENDING-AUDIT",""
"f3518a0a740c588b27dd28fbeab841c0a304c8cf","test(sync): exercise store-backed v2 repair","cli-and-node;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-node/src/sync/store_source.rs","PENDING-AUDIT",""
"21f26c5a694304a4d817e1eaecd794b4930519a7","feat(core): queue authorized file manifests","product-feature;requirements-and-architecture;voice","VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;docs/features/files.md","PENDING-AUDIT",""
"417aa0ec1a74ce6a368f8c5158857b60fd60417e","refactor(core): type file manifest receipts","voice","VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs","PENDING-AUDIT",""
"5c6ff5992954cd0e02e91c22feb58341a07c0f4e","test(core): reject unsafe attachment manifests","files-and-transfers;voice","FIL;LAT-006;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs","PENDING-AUDIT",""
"ee2f7873596ddd5638b43d610a0729c206c5555c","perf(core): avoid repeated manifest validation","voice","VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs","PENDING-AUDIT",""
"aee21847562bf11cbaa33bffb1597746deddd569","refactor(core): share authorized event queue transaction","voice","VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs","PENDING-AUDIT",""
"ea8482b2f9d6699546b0fbb88534b01601f7516f","test(protocol): exercise hostile decoder corpus","protocol-events-vectors;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;VOC;LAT-016;LAT-017","crates/lattice-protocol/src/lib.rs","PENDING-AUDIT",""
"6fda265bfcd49ac7ec3d3cabf56b56b76b6ebaff","test(protocol): mutate canonical decoder seeds","protocol-events-vectors;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;VOC;LAT-016;LAT-017","crates/lattice-protocol/src/lib.rs","PENDING-AUDIT",""
"dc9cf16a64dbf8025d6ae8bc007cd7f8ce3fad8c","test(events): exercise hostile signed-event decoder inputs","protocol-events-vectors;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;VOC;LAT-016;LAT-017","crates/lattice-events/src/lib.rs","PENDING-AUDIT",""
"a6126017b08f780588664d6b89e3fe1f1262fae6","test(relay): exercise hostile envelope decoder inputs","relay;voice","NET-009;NET-010;NET-011;NET-013;VOC;LAT-016;LAT-017","crates/lattice-relay/src/lib.rs","PENDING-AUDIT",""
"61159e5c9baa6ecaa3c51833d9210375cdfdc993","test(relay): fuzz bounded NIP-01 JSON parsing","relay;tests-and-fuzzing;voice","NET-009;NET-010;NET-011;NET-013;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","crates/lattice-relay/src/nip01.rs","PENDING-AUDIT",""
"d6abf7b44452958f01d09db30f0f6b9b6bbf71a5","test(sync): fuzz bounded v2 frame decoders","cli-and-node;sync-routing-transport;tests-and-fuzzing;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","crates/lattice-node/src/sync.rs","PENDING-AUDIT",""
"86f8883ee3677af8fa2ffbe6b99272f55d6a372c","test(identity): fuzz bounded public bundle decoding","identity-trust-pki;tests-and-fuzzing;voice","IDN;LAT-009;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","crates/lattice-identity/src/lib.rs","PENDING-AUDIT",""
"dd599a8aa4d615f4955a81921f21f52b044c4ca7","test(fuzz): add isolated protocol fuzz targets","files-and-transfers;relay;requirements-and-architecture;tests-and-fuzzing","NET-009;NET-010;NET-011;NET-013;FIL;LAT-006;LAT-006;LAT-007;LAT-018","docs/quality/TEST_PLAN.md;fuzz/.gitignore;fuzz/Cargo.lock;fuzz/Cargo.toml;fuzz/fuzz_targets/attachment_manifest.rs;fuzz/fuzz_targets/canonical.rs;fuzz/fuzz_targets/identity_bundle.rs;fuzz/fuzz_targets/nostr_event.rs;fuzz/fuzz_targets/relay_envelope.rs;fuzz/fuzz_targets/signed_event.rs","PENDING-AUDIT",""
"397b77f36925c70eb9400304562b4439865e403b","feat(identity): support local peer pin removal","cli-and-node;identity-trust-pki;messaging-and-projections;product-feature;requirements-and-architecture;storage-outbox-courier;tests-and-fuzzing;voice","CLI;NET;LAT-004;IDN;LAT-009;MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","apps/cli/src/identity.rs;apps/cli/src/main.rs;apps/cli/tests/json_output.rs;crates/lattice-core/src/identity_pin.rs;crates/lattice-core/src/lib.rs;crates/lattice-storage/src/lib.rs;crates/lattice-storage/src/trusted_identities.rs;docs/features/cli.md","PENDING-AUDIT",""
"bd8d63c18f14802751aabd19a930fc0a3f09f4ca","feat(identity): expose local peer pin removal on mobile","android-and-mobile;desktop;identity-trust-pki;messaging-and-projections;product-feature;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;DSK;LAT-002;LAT-004;IDN;LAT-009;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/identity/IdentityPinCard.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;apps/desktop/src-tauri/src/identity.rs;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src/features/identity/PeerIdentityPinPanel.tsx;crates/lattice-uniffi/src/lib.rs;crates/lattice-uniffi/src/mobile_client.rs;docs/README.md;docs/features/mobile.md","PENDING-AUDIT",""
"982bfa3bcfd9c67537242f0cac40f786b6eee5f3","feat(protocol): define bounded direct path capability offers","product-feature;protocol-events-vectors;requirements-and-architecture;sync-routing-transport;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-protocol/src/lib.rs;crates/lattice-protocol/src/path_upgrade.rs;docs/features/networking.md","PENDING-AUDIT",""
"732aa21f6e7e0aca422f06b93f4d2028e5bbbe5e","feat(storage): add persistent opt-in courier queue","product-feature;requirements-and-architecture;storage-outbox-courier;voice","LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","Cargo.lock;crates/lattice-storage/Cargo.toml;crates/lattice-storage/src/courier_queue.rs;crates/lattice-storage/src/lib.rs;docs/features/networking.md","PENDING-AUDIT",""
"53147a8d28ba1b3e1c0781f2e0a4ae0b12bd3898","feat(node): negotiate authenticated path capabilities","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","Cargo.lock;crates/lattice-node/Cargo.toml;crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/direct_session.rs;docs/features/networking.md","PENDING-AUDIT",""
"be0582bf09deb14c2ac4f6cf529a85b97ce3e142","test(node): cover denied path capability negotiation","cli-and-node;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-node/src/sync.rs","PENDING-AUDIT",""
"0d83e5c81d0716488f7fba825f435066109b3d9b","feat(node): publish durable outbox envelopes through relays","android-and-mobile;cli-and-node;product-feature;relay;requirements-and-architecture;storage-outbox-courier;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;CLI;NET;LAT-004;LAT-004;LAT-005;LAT-006;MSG;NET-009;NET-010;NET-011;NET-013;VOC;LAT-016;LAT-017","Cargo.lock;crates/lattice-node/Cargo.toml;crates/lattice-node/src/lib.rs;crates/lattice-node/src/relay.rs;docs/features/networking.md","PENDING-AUDIT",""
"9f96085d094a8657df68bd120070bde68014a629","test(sync): hold ciphertext behind missing MLS commits","cli-and-node;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-node/src/sync.rs;docs/features/networking.md","PENDING-AUDIT",""
"4f15d065205961e21272d7346bb31c557ea27ddf","feat(router): expose bounded per-path health state","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-node/src/lib.rs;crates/lattice-node/src/path_health.rs;crates/lattice-router/src/lib.rs;docs/features/networking.md","PENDING-AUDIT",""
"dab881cd52e85c32a0871980a67aed181df0aade","feat(node): transfer attachments over authenticated resumable paths","android-and-mobile;cli-and-node;files-and-transfers;product-feature;requirements-and-architecture;sync-routing-transport;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;FIL;LAT-006;VOC;LAT-016;LAT-017","Cargo.lock;crates/lattice-node/Cargo.toml;crates/lattice-node/src/sync.rs;crates/lattice-node/src/sync/attachment_transfer.rs;crates/lattice-node/src/sync/direct_session.rs;docs/features/files.md;docs/features/networking.md","PENDING-AUDIT",""
"86676354c63e3fe876785db29f6cb17898980ea3","feat(files): enforce persistent attachment staging quotas","files-and-transfers;product-feature;requirements-and-architecture;voice","FIL;LAT-006;VOC;LAT-016;LAT-017","Cargo.lock;crates/lattice-files/Cargo.toml;crates/lattice-files/src/lib.rs;crates/lattice-files/src/staging.rs;docs/features/files.md","PENDING-AUDIT",""
"d6ee58f8f59adc6ec6e841fe472c23e593226af1","fix(files): anchor attachment staging root","behavior-fix;files-and-transfers;voice","FIL;LAT-006;VOC;LAT-016;LAT-017","crates/lattice-files/src/staging.rs","PENDING-AUDIT",""
"86020adde41d31c5c4fd1c50d91ac759653b4f5c","feat(core): add signed Space invite tokens","product-feature;requirements-and-architecture;spaces-and-mls;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-core/src/space.rs;crates/lattice-core/src/space_invite.rs;docs/features/spaces.md;docs/spec.md","PENDING-AUDIT",""
"e73b1182f2d8c183579dad668263cdcf77276f08","feat(mls): persist key package lifecycle","product-feature;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-core/src/space_bootstrap.rs;crates/lattice-mls/src/api.rs;crates/lattice-storage/src/lib.rs;docs/features/identity.md;docs/spec.md","PENDING-AUDIT",""
"cf881d2409b12913fe097ea5f64859045e1bd54e","feat(mls): bind member removals to rekey proofs","product-feature;requirements-and-architecture;spaces-and-mls;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/space.rs;crates/lattice-mls/src/api.rs;docs/features/spaces.md","PENDING-AUDIT",""
"2d9ca6a3477998a7f8fcc9e12c35d9e5ce532b38","feat(mls): add device-scoped direct message groups","messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-mls/src/api.rs;docs/features/messaging.md","PENDING-AUDIT",""
"d87dc646c347f60a43dd8dc0b35833d2be83a2ed","feat(messaging): add stable mentions and local mutes","android-and-mobile;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-core/src/space.rs;crates/lattice-core/src/space/message_projection.rs;crates/lattice-storage/src/lib.rs;docs/features/messaging.md;docs/spec.md","PENDING-AUDIT",""
"8b0ba28bf5b9820a345fab931825ca410ffa844a","feat(messaging): add expiring presence and typing state","messaging-and-projections;product-feature;protocol-events-vectors;requirements-and-architecture;spaces-and-mls;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-core/src/space.rs;crates/lattice-core/src/space/ephemeral.rs;crates/lattice-events/src/lib.rs;docs/features/messaging.md;docs/spec.md","PENDING-AUDIT",""
"74725926145041b519c42de3e2308d728efda62e","feat(messaging): retry ready remote updates after parent arrival","messaging-and-projections;product-feature;requirements-and-architecture;voice","MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;docs/features/messaging.md","PENDING-AUDIT",""
"f50d9a6e7075d01235ee1b11690af0971c8daaaa","feat(messaging): parse constrained semantic rich text","messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-core/src/space.rs;crates/lattice-core/src/space/message_projection.rs;crates/lattice-core/src/space/rich_text.rs;docs/features/messaging.md;docs/spec.md","PENDING-AUDIT",""
"14362e5bc3d58d63476644022161064e4773c123","feat(testkit): add scripted contact scenarios","product-feature;requirements-and-architecture;tests-and-fuzzing;voice","VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","Cargo.lock;crates/lattice-core/Cargo.toml;crates/lattice-core/src/lib.rs;crates/lattice-testkit/src/lib.rs;docs/quality/TEST_PLAN.md","PENDING-AUDIT",""
"9bc5b2530ba3cac8d665e6c23950c495b899f3d7","feat(cli): expose offline message search","cli-and-node;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007","apps/cli/src/main.rs;apps/cli/src/space.rs;docs/features/cli.md","PENDING-AUDIT",""
"5c811f866e75ab6648b2367de15d4866a4e058f6","feat(cli): support offline space membership lifecycle","cli-and-node;product-feature;requirements-and-architecture;spaces-and-mls;tests-and-fuzzing;voice","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","apps/cli/src/main.rs;apps/cli/src/space.rs;apps/cli/tests/json_output.rs;crates/lattice-core/src/lib.rs;crates/lattice-mls/src/api.rs;docs/features/cli.md","PENDING-AUDIT",""
"e244fcacb3da1083bd50aad2555e2ecf71597176","feat(cli): scan local path capabilities","cli-and-node;product-feature;requirements-and-architecture;tests-and-fuzzing","CLI;NET;LAT-004;LAT-006;LAT-007;LAT-018","Cargo.lock;apps/cli/Cargo.toml;apps/cli/src/main.rs;apps/cli/src/peer.rs;apps/cli/tests/json_output.rs;docs/features/cli.md","PENDING-AUDIT",""
